1.000000E+13 , 1.000000E-11 , 1.000000E+07 , 9.100000E-01 , 1.146734E+09
1.000000E+13 , 1.000000E-10 , 1.000000E+07 , 9.100000E-01 , 1.147646E+09
1.000000E+13 , 1.000000E-09 , 1.000000E+07 , 9.100000E-01 , 1.150768E+09
1.000000E+13 , 1.000000E-08 , 1.000000E+07 , 9.100000E-01 , 1.160074E+09
1.000000E+13 , 1.000000E-07 , 1.000000E+07 , 9.100000E-01 , 1.186454E+09
1.000000E+14 , 1.000000E-11 , 1.000000E+07 , 9.100000E-01 , 1.158951E+08
1.000000E+14 , 1.000000E-10 , 1.000000E+07 , 9.100000E-01 , 1.170534E+08
1.000000E+14 , 1.000000E-09 , 1.000000E+07 , 9.100000E-01 , 1.209570E+08
1.000000E+14 , 1.000000E-08 , 1.000000E+07 , 9.100000E-01 , 1.326980E+08
1.000000E+14 , 1.000000E-07 , 1.000000E+07 , 9.100000E-01 , 1.657143E+08
1.000000E+15 , 1.000000E-11 , 1.000000E+07 , 9.100000E-01 , 1.280384E+07
1.000000E+15 , 1.000000E-10 , 1.000000E+07 , 9.100000E-01 , 1.398636E+07
1.000000E+15 , 1.000000E-09 , 1.000000E+07 , 9.100000E-01 , 1.796675E+07
1.000000E+15 , 1.000000E-08 , 1.000000E+07 , 9.100000E-01 , 2.994802E+07
1.000000E+15 , 1.000000E-07 , 1.000000E+07 , 9.100000E-01 , 6.362508E+07
1.000000E+16 , 1.000000E-11 , 1.000000E+07 , 9.100000E-01 , 2.494706E+06
1.000000E+16 , 1.000000E-10 , 1.000000E+07 , 9.100000E-01 , 3.679633E+06
1.000000E+16 , 1.000000E-09 , 1.000000E+07 , 9.100000E-01 , 7.667699E+06
1.000000E+16 , 1.000000E-08 , 1.000000E+07 , 9.100000E-01 , 1.967296E+07
1.000000E+16 , 1.000000E-07 , 1.000000E+07 , 9.100000E-01 , 5.341607E+07
1.000000E+17 , 1.000000E-11 , 1.000000E+07 , 9.100000E-01 , 1.463793E+06
1.000000E+17 , 1.000000E-10 , 1.000000E+07 , 9.100000E-01 , 2.648961E+06
1.000000E+17 , 1.000000E-09 , 1.000000E+07 , 9.100000E-01 , 6.637794E+06
1.000000E+17 , 1.000000E-08 , 1.000000E+07 , 9.100000E-01 , 1.864546E+07
1.000000E+17 , 1.000000E-07 , 1.000000E+07 , 9.100000E-01 , 5.239517E+07
1.000000E+18 , 1.000000E-11 , 1.000000E+07 , 9.100000E-01 , 1.360701E+06
1.000000E+18 , 1.000000E-10 , 1.000000E+07 , 9.100000E-01 , 2.545894E+06
1.000000E+18 , 1.000000E-09 , 1.000000E+07 , 9.100000E-01 , 6.534804E+06
1.000000E+18 , 1.000000E-08 , 1.000000E+07 , 9.100000E-01 , 1.854270E+07
1.000000E+18 , 1.000000E-07 , 1.000000E+07 , 9.100000E-01 , 5.229308E+07
1.000000E+19 , 1.000000E-11 , 1.000000E+07 , 9.100000E-01 , 1.350392E+06
1.000000E+19 , 1.000000E-10 , 1.000000E+07 , 9.100000E-01 , 2.535587E+06
1.000000E+19 , 1.000000E-09 , 1.000000E+07 , 9.100000E-01 , 6.524505E+06
1.000000E+19 , 1.000000E-08 , 1.000000E+07 , 9.100000E-01 , 1.853243E+07
1.000000E+19 , 1.000000E-07 , 1.000000E+07 , 9.100000E-01 , 5.228287E+07
1.000000E+13 , 1.000000E-11 , 1.000000E+08 , 9.100000E-01 , 3.598142E+09
1.000000E+13 , 1.000000E-10 , 1.000000E+08 , 9.100000E-01 , 3.592854E+09
1.000000E+13 , 1.000000E-09 , 1.000000E+08 , 9.100000E-01 , 3.577040E+09
1.000000E+13 , 1.000000E-08 , 1.000000E+08 , 9.100000E-01 , 3.529358E+09
1.000000E+13 , 1.000000E-07 , 1.000000E+08 , 9.100000E-01 , 3.426389E+09
1.000000E+14 , 1.000000E-11 , 1.000000E+08 , 9.100000E-01 , 3.678996E+08
1.000000E+14 , 1.000000E-10 , 1.000000E+08 , 9.100000E-01 , 3.707116E+08
1.000000E+14 , 1.000000E-09 , 1.000000E+08 , 9.100000E-01 , 3.802365E+08
1.000000E+14 , 1.000000E-08 , 1.000000E+08 , 9.100000E-01 , 4.085905E+08
1.000000E+14 , 1.000000E-07 , 1.000000E+08 , 9.100000E-01 , 4.896973E+08
1.000000E+15 , 1.000000E-11 , 1.000000E+08 , 9.100000E-01 , 4.035059E+07
1.000000E+15 , 1.000000E-10 , 1.000000E+08 , 9.100000E-01 , 4.388619E+07
1.000000E+15 , 1.000000E-09 , 1.000000E+08 , 9.100000E-01 , 5.569826E+07
1.000000E+15 , 1.000000E-08 , 1.000000E+08 , 9.100000E-01 , 9.111232E+07
1.000000E+15 , 1.000000E-07 , 1.000000E+08 , 9.100000E-01 , 1.908134E+08
1.000000E+16 , 1.000000E-11 , 1.000000E+08 , 9.100000E-01 , 7.590449E+06
1.000000E+16 , 1.000000E-10 , 1.000000E+08 , 9.100000E-01 , 1.119719E+07
1.000000E+16 , 1.000000E-09 , 1.000000E+08 , 9.100000E-01 , 2.323443E+07
1.000000E+16 , 1.000000E-08 , 1.000000E+08 , 9.100000E-01 , 5.934580E+07
1.000000E+16 , 1.000000E-07 , 1.000000E+08 , 9.100000E-01 , 1.609006E+08
1.000000E+17 , 1.000000E-11 , 1.000000E+08 , 9.100000E-01 , 4.314425E+06
1.000000E+17 , 1.000000E-10 , 1.000000E+08 , 9.100000E-01 , 7.928267E+06
1.000000E+17 , 1.000000E-09 , 1.000000E+08 , 9.100000E-01 , 1.998799E+07
1.000000E+17 , 1.000000E-08 , 1.000000E+08 , 9.100000E-01 , 5.616900E+07
1.000000E+17 , 1.000000E-07 , 1.000000E+08 , 9.100000E-01 , 1.579092E+08
1.000000E+18 , 1.000000E-11 , 1.000000E+08 , 9.100000E-01 , 3.986822E+06
1.000000E+18 , 1.000000E-10 , 1.000000E+08 , 9.100000E-01 , 7.601374E+06
1.000000E+18 , 1.000000E-09 , 1.000000E+08 , 9.100000E-01 , 1.966334E+07
1.000000E+18 , 1.000000E-08 , 1.000000E+08 , 9.100000E-01 , 5.585132E+07
1.000000E+18 , 1.000000E-07 , 1.000000E+08 , 9.100000E-01 , 1.576100E+08
1.000000E+19 , 1.000000E-11 , 1.000000E+08 , 9.100000E-01 , 3.954062E+06
1.000000E+19 , 1.000000E-10 , 1.000000E+08 , 9.100000E-01 , 7.568685E+06
1.000000E+19 , 1.000000E-09 , 1.000000E+08 , 9.100000E-01 , 1.963088E+07
1.000000E+19 , 1.000000E-08 , 1.000000E+08 , 9.100000E-01 , 5.581955E+07
1.000000E+19 , 1.000000E-07 , 1.000000E+08 , 9.100000E-01 , 1.575801E+08
