1.000000E-11 , 9.100000E-01 , 1.348935E+08
1.000000E-11 , 9.200000E-01 , 2.479944E+08
1.000000E-11 , 9.300000E-01 , 6.554540E+08
1.000000E-11 , 9.400000E-01 , 6.364172E+09
1.000000E-11 , 9.500000E-01 , 3.731944E+09
1.000000E-11 , 9.600000E-01 , 4.342417E+08
1.000000E-11 , 9.700000E-01 , 1.460489E+08
1.000000E-11 , 9.800000E-01 , 6.812552E+07
1.000000E-11 , 9.900000E-01 , 3.724886E+07
1.000000E-10 , 9.100000E-01 , 1.956481E+08
1.000000E-10 , 9.200000E-01 , 3.604058E+08
1.000000E-10 , 9.300000E-01 , 9.543972E+08
1.000000E-10 , 9.400000E-01 , 9.283854E+09
1.000000E-10 , 9.500000E-01 , 5.453450E+09
1.000000E-10 , 9.600000E-01 , 6.355552E+08
1.000000E-10 , 9.700000E-01 , 2.140535E+08
1.000000E-10 , 9.800000E-01 , 9.996063E+07
1.000000E-10 , 9.900000E-01 , 5.470026E+07
1.000000E-09 , 9.100000E-01 , 3.909789E+08
1.000000E-09 , 9.200000E-01 , 7.227782E+08
1.000000E-09 , 9.300000E-01 , 1.920847E+09
1.000000E-09 , 9.400000E-01 , 1.875228E+10
1.000000E-09 , 9.500000E-01 , 1.105522E+10
1.000000E-09 , 9.600000E-01 , 1.293070E+09
1.000000E-09 , 9.700000E-01 , 4.370789E+08
1.000000E-09 , 9.800000E-01 , 2.048433E+08
1.000000E-09 , 9.900000E-01 , 1.124893E+08
1.000000E-08 , 9.100000E-01 , 9.658717E+08
1.000000E-08 , 9.200000E-01 , 1.791071E+09
1.000000E-08 , 9.300000E-01 , 4.774932E+09
1.000000E-08 , 9.400000E-01 , 4.676496E+10
1.000000E-08 , 9.500000E-01 , 2.765995E+10
1.000000E-08 , 9.600000E-01 , 3.246003E+09
1.000000E-08 , 9.700000E-01 , 1.100916E+09
1.000000E-08 , 9.800000E-01 , 5.177340E+08
1.000000E-08 , 9.900000E-01 , 2.853044E+08
1.000000E-07 , 9.100000E-01 , 2.678272E+09
1.000000E-07 , 9.200000E-01 , 4.943311E+09
1.000000E-07 , 9.300000E-01 , 1.312358E+10
1.000000E-07 , 9.400000E-01 , 1.280605E+11
1.000000E-07 , 9.500000E-01 , 7.550986E+10
1.000000E-07 , 9.600000E-01 , 8.839435E+09
1.000000E-07 , 9.700000E-01 , 2.992487E+09
1.000000E-07 , 9.800000E-01 , 1.405648E+09
1.000000E-07 , 9.900000E-01 , 7.742191E+08
