1.000000E+13 , 9.100000E-01 , 6.928648E+09
1.000000E+13 , 9.200000E-01 , 7.757884E+09
1.000000E+13 , 9.300000E-01 , 8.888528E+09
1.000000E+13 , 9.400000E-01 , 1.047186E+10
1.000000E+13 , 9.500000E-01 , 1.272104E+10
1.000000E+13 , 9.600000E-01 , 1.580963E+10
1.000000E+13 , 9.700000E-01 , 1.926634E+10
1.000000E+13 , 9.800000E-01 , 2.053935E+10
1.000000E+13 , 9.900000E-01 , 1.670598E+10
1.000000E+14 , 9.100000E-01 , 6.834619E+09
1.000000E+14 , 9.200000E-01 , 1.142772E+10
1.000000E+14 , 9.300000E-01 , 2.375095E+10
1.000000E+14 , 9.400000E-01 , 6.492235E+10
1.000000E+14 , 9.500000E-01 , 6.848644E+10
1.000000E+14 , 9.600000E-01 , 2.017605E+10
1.000000E+14 , 9.700000E-01 , 7.465058E+09
1.000000E+14 , 9.800000E-01 , 3.484867E+09
1.000000E+14 , 9.900000E-01 , 1.866234E+09
1.000000E+15 , 9.100000E-01 , 8.999736E+08
1.000000E+15 , 9.200000E-01 , 1.634016E+09
1.000000E+15 , 9.300000E-01 , 4.252181E+09
1.000000E+15 , 9.400000E-01 , 3.921729E+10
1.000000E+15 , 9.500000E-01 , 2.321892E+10
1.000000E+15 , 9.600000E-01 , 2.708038E+09
1.000000E+15 , 9.700000E-01 , 8.964275E+08
1.000000E+15 , 9.800000E-01 , 4.104424E+08
1.000000E+15 , 9.900000E-01 , 2.198136E+08
1.000000E+16 , 9.100000E-01 , 1.956481E+08
1.000000E+16 , 9.200000E-01 , 3.604058E+08
1.000000E+16 , 9.300000E-01 , 9.543972E+08
1.000000E+16 , 9.400000E-01 , 9.283854E+09
1.000000E+16 , 9.500000E-01 , 5.453450E+09
1.000000E+16 , 9.600000E-01 , 6.355552E+08
1.000000E+16 , 9.700000E-01 , 2.140535E+08
1.000000E+16 , 9.800000E-01 , 9.996063E+07
1.000000E+16 , 9.900000E-01 , 5.470026E+07
1.000000E+17 , 9.100000E-01 , 1.250572E+08
1.000000E+17 , 9.200000E-01 , 2.326022E+08
1.000000E+17 , 9.300000E-01 , 6.221487E+08
1.000000E+17 , 9.400000E-01 , 6.117134E+09
1.000000E+17 , 9.500000E-01 , 3.631090E+09
1.000000E+17 , 9.600000E-01 , 4.278355E+08
1.000000E+17 , 9.700000E-01 , 1.457732E+08
1.000000E+17 , 9.800000E-01 , 6.890326E+07
1.000000E+17 , 9.900000E-01 , 3.818546E+07
1.000000E+18 , 9.100000E-01 , 1.179977E+08
1.000000E+18 , 9.200000E-01 , 2.198207E+08
1.000000E+18 , 9.300000E-01 , 5.889181E+08
1.000000E+18 , 9.400000E-01 , 5.800065E+09
1.000000E+18 , 9.500000E-01 , 3.448748E+09
1.000000E+18 , 9.600000E-01 , 4.070621E+08
1.000000E+18 , 9.700000E-01 , 1.389449E+08
1.000000E+18 , 9.800000E-01 , 6.579745E+07
1.000000E+18 , 9.900000E-01 , 3.653395E+07
1.000000E+19 , 9.100000E-01 , 1.172917E+08
1.000000E+19 , 9.200000E-01 , 2.185426E+08
1.000000E+19 , 9.300000E-01 , 5.855949E+08
1.000000E+19 , 9.400000E-01 , 5.768356E+09
1.000000E+19 , 9.500000E-01 , 3.430513E+09
1.000000E+19 , 9.600000E-01 , 4.049848E+08
1.000000E+19 , 9.700000E-01 , 1.382621E+08
1.000000E+19 , 9.800000E-01 , 6.548687E+07
1.000000E+19 , 9.900000E-01 , 3.636880E+07
